REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
2026-01,2026,[01] January,"Talipao, Sulu",[1] Live,[A] Live,1st,Mun,1st,BARMM I,v1
2026-01,2026,[01] January,"Talusan, Zamboanga Sibugay",[1] Live,[A] Live,5th,Mun,5th,R9,v1
2026-01,2026,[01] January,"Tambulig, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-01,2026,[01] January,"Tampilisan, Zamboanga del Norte",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-01,2026,[01] January,"Tigbao, Zamboanga del Sur",[1] Live,[A] Live,5th,Mun,5th,R9,v1
2026-01,2026,[01] January,"Tipo-Tipo, Basilan",[1] Live,[A] Live,3rd,Mun,3rd,BARMM I,v1
2026-01,2026,[01] January,"Titay, Zamboanga Sibugay",[1] Live,[A] Live,2nd,Mun,2nd,R9,v1
2026-01,2026,[01] January,"Tukuran, Zamboanga del Sur",[1] Live,[A] Live,4th,Mun,4th,R9,v1
2026-01,2026,[01] January,"Tungawan, Zamboanga Sibugay",[1] Live,[A] Live,2nd,Mun,2nd,R9,v1
2026-01,2026,[01] January,"Ungkaya Pukan, Basilan",[8] Withdraw,[D] Withdraw,-,Mun,-,BARMM I,
2026-01,2026,[01] January,"Vincenzo A. Sagun, Zamboanga del Sur",[1] Live,[A] Live,5th,Mun,5th,R9,v1
2026-01,2026,[01] January,"Ampatuan, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v1
2026-01,2026,[01] January,"Datu Abdullah Sangki, Maguindanao del Sur",[1] Live,[A] Live,-,Mun,-,BARMM II,v1
2026-01,2026,[01] January,"Datu Anggal Midtimbang, Maguindanao del Sur",[3] System Setup,[B] Developmental,-,Mun,-,BARMM II,v1
2026-01,2026,[01] January,"Datu Paglas, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v1
2026-01,2026,[01] January,"Datu Piang, Maguindanao del Sur",[3] System Setup,[B] Developmental,2nd,Mun,2nd,BARMM II,v1
2026-01,2026,[01] January,"Northern Kabuntalan, Maguindanao del Norte",[5] Admin Training,[C] For Training/Others,5th,Mun,5th,BARMM II,
2026-01,2026,[01] January,"Pagalungan, Maguindanao del Sur",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-01,2026,[01] January,"Parang, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-01,2026,[01] January,"Shariff Aguak, Maguindanao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,BARMM II,v1
2026-01,2026,[01] January,"Sultan Kudarat, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-01,2026,[01] January,"Talayan, Maguindanao del Sur",[1] Live,[A] Live,4th,Mun,4th,BARMM II,v1
2026-01,2026,[01] January,"Upi, Maguindanao del Norte",[1] Live,[A] Live,1st,Mun,1st,BARMM II,v1
2026-01,2026,[01] January,"Agoncillo, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Alabat, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-01,2026,[01] January,"Alfonso, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Alitagtag, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Amadeo, Cavite",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Balayan, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Balete, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-01,2026,[01] January,"Buenavista, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Burdeos, Quezon",[6] With Concerns,[C] For Training/Others,4th,Mun,4th,R4A,v2
2026-01,2026,[01] January,"Calatagan, Batangas",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-01,2026,[01] January,"Calauag, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Calauan, Laguna",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-01,2026,[01] January,"Candelaria, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Cardona, Rizal",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"Cavinti, Laguna",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"City of Lucena, Quezon",[8] Withdraw,[D] Withdraw,2nd,City,2nd,R4A,
2026-01,2026,[01] January,"Cuenca, Batangas",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R4A,
2026-01,2026,[01] January,"Famy, Laguna",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-01,2026,[01] January,"General Emilio Aguinaldo, Cavite",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-01,2026,[01] January,"General Luna, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"General Nakar, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Guinayangan, Quezon",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"Gumaca, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Indang, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Infanta, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Lemery, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Lian, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"Liliw, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Lobo, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"Lopez, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Lumban, Laguna",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"Mabini, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Magallanes, Cavite",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Maragondon, Cavite",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"Mataasnakahoy, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Mauban, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Mulanay, Quezon",[2] UAT,[B] Developmental,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Naic, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Noveleta, Cavite",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"Padre Burgos, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Paete, Laguna",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Panukulan, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Perez, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-01,2026,[01] January,"Pitogo, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Polillo, Quezon",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"Quezon, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-01,2026,[01] January,"Real, Quezon",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Rizal, Laguna",[1] Live,[A] Live,5th,Mun,5th,R4A,with v1 v2
2026-01,2026,[01] January,"Rosario, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Sampaloc, Quezon",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-01,2026,[01] January,"San Andres, Quezon",[3] System Setup,[B] Developmental,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"San Antonio, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"San Juan, Batangas",[2] UAT,[B] Developmental,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"San Luis, Batangas",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"San Mateo, Rizal",[3] System Setup,[B] Developmental,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"San Nicolas, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-01,2026,[01] January,"San Pascual, Batangas",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Santa Teresita, Batangas",[1] Live,[A] Live,5th,Mun,5th,R4A,v1
2026-01,2026,[01] January,"Siniloan, Laguna",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-01,2026,[01] January,"Taal, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"Tanay, Rizal",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Tanza, Cavite",[1] Live,[A] Live,1st,Mun,1st,R4A,v1
2026-01,2026,[01] January,"Taysan, Batangas",[1] Live,[A] Live,2nd,Mun,2nd,R4A,v1
2026-01,2026,[01] January,"Teresa, Rizal",[3] System Setup,[B] Developmental,2nd,Mun,2nd,R4A,v2
2026-01,2026,[01] January,"Tuy, Batangas",[1] Live,[A] Live,3rd,Mun,3rd,R4A,v1
2026-01,2026,[01] January,"Unisan, Quezon",[1] Live,[A] Live,4th,Mun,4th,R4A,v1
2026-01,2026,[01] January,"Aguinaldo, Ifugao",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-01,2026,[01] January,"Alfonso Lista, Ifugao",[1] Live,[A] Live,3rd,Mun,3rd,CAR,v1
2026-01,2026,[01] January,"Asipulo, Ifugao",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-01,2026,[01] January,"Banaue, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-01,2026,[01] January,"Bauko, Mountain Province",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-01,2026,[01] January,"Bontoc, Mountain Province",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-01,2026,[01] January,"City of Tabuk, Kalinga",[1] Live,[A] Live,5th,City,5th,CAR,v1
2026-01,2026,[01] January,"Danglas, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-01,2026,[01] January,"Dolores, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,with v1 v2
2026-01,2026,[01] January,"Hungduan, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-01,2026,[01] January,"Itogon, Benguet",[8] Withdraw,[D] Withdraw,1st,Mun,1st,CAR,
2026-01,2026,[01] January,"Lamut, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-01,2026,[01] January,"Lubuagan, Kalinga",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-01,2026,[01] January,"Luna, Apayao",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-01,2026,[01] January,"Mankayan, Benguet",[1] Live,[A] Live,1st,Mun,1st,CAR,v1
2026-01,2026,[01] January,"Mayoyao, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-01,2026,[01] January,"Paracelis, Mountain Province",[1] Live,[A] Live,2nd,Mun,2nd,CAR,v1
2026-01,2026,[01] January,"Pasil, Kalinga",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-01,2026,[01] January,"Peñarrubia, Abra",[1] Live,[A] Live,6th,Mun,6th,CAR,v1
2026-01,2026,[01] January,"Pudtol, Apayao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-01,2026,[01] January,"Sablan, Benguet",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-01,2026,[01] January,"Santa Marcela, Apayao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-01,2026,[01] January,"Tayum, Abra",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-01,2026,[01] January,"Tinoc, Ifugao",[1] Live,[A] Live,4th,Mun,4th,CAR,v1
2026-01,2026,[01] January,"Tuba, Benguet",[1] Live,[A] Live,1st,Mun,1st,CAR,v1
2026-01,2026,[01] January,"Tublay, Benguet",[1] Live,[A] Live,5th,Mun,5th,CAR,v1
2026-01,2026,[01] January,"Abucay, Bataan",[8] Withdraw,[D] Withdraw,3rd,Mun,3rd,R3,
2026-01,2026,[01] January,"Aliaga, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Anao, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,v1
2026-01,2026,[01] January,"Apalit, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Arayat, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Bacolor, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Bagac, Bataan",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R3,v2
2026-01,2026,[01] January,"Baler, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Bamban, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"Bongabon, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Botolan, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Bustos, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"Cabangan, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-01,2026,[01] January,"Cabiao, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-01,2026,[01] January,"Camiling, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Candaba, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-01,2026,[01] January,"Carranglan, Nueva Ecija",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R3,
2026-01,2026,[01] January,"Casiguran, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Castillejos, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"City of Malolos, Bulacan",[8] Withdraw,[D] Withdraw,3rd,City,3rd,R3,
2026-01,2026,[01] January,"City of Meycauayan, Bulacan",[8] Withdraw,[D] Withdraw,3rd,City,3rd,R3,
2026-01,2026,[01] January,"City of Olongapo, Zambales",[8] Withdraw,[D] Withdraw,1st,City,1st,R3,
2026-01,2026,[01] January,"City of Palayan, Nueva Ecija",[1] Live,[A] Live,5th,City,5th,R3,v1
2026-01,2026,[01] January,"City of San Jose Del Monte, Bulacan",[1] Live,[A] Live,1st,City,1st,R3,v1
2026-01,2026,[01] January,"Concepcion, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Cuyapo, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Dilasag, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Dinalungan, Aurora",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Dingalan, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Dipaculao, Aurora",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Floridablanca, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Gabaldon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-01,2026,[01] January,"General Tinio, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Gerona, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Guagua, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Guimba, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,with v1 v2
2026-01,2026,[01] January,"Iba, Zambales",[8] Withdraw,[D] Withdraw,2nd,Mun,2nd,R3,
2026-01,2026,[01] January,"La Paz, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"Licab, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Limay, Bataan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Lupao, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Mabalacat City, Pampanga",[1] Live,[A] Live,3rd,City,3rd,R3,v1
2026-01,2026,[01] January,"Macabebe, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Magalang, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Maria Aurora, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Masantol, Pampanga",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Masinloc, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Mayantoc, Tarlac",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Mexico, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Minalin, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Morong, Bataan",[2] UAT,[B] Developmental,3rd,Mun,3rd,R3,v2
2026-01,2026,[01] January,"Norzagaray, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Obando, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Orani, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Palauig, Zambales",[1] Live,[A] Live,3rd,Mun,3rd,R3,with v1 v2
2026-01,2026,[01] January,"Pandi, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Paniqui, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Pantabangan, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Paombong, Bulacan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Pura, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-01,2026,[01] January,"Quezon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-01,2026,[01] January,"Rizal, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Samal, Bataan",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"San Antonio, Zambales",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"San Clemente, Tarlac",[1] Live,[A] Live,5th,Mun,5th,R3,with v1 v2
2026-01,2026,[01] January,"San Felipe, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"San Ildefonso, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"San Isidro, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"San Jose, Tarlac",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"San Luis, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"San Luis, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"San Manuel, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,with v1 v2
2026-01,2026,[01] January,"San Marcelino, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"San Narciso, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Santa Ana, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Santa Ignacia, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"Santa Rita, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Santo Domingo, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Sasmuan, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Sto. Tomas, Pampanga",[2] UAT,[B] Developmental,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Subic, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Talugtug, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Zaragoza, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,with v1 v2
2026-01,2026,[01] January,"Amlan, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-01,2026,[01] January,"Ayungon, Negros Oriental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-01,2026,[01] January,"Bacong, Negros Oriental",[8] Withdraw,[D] Withdraw,4th,Mun,4th,NIR,
2026-01,2026,[01] January,"Basay, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-01,2026,[01] January,"City of Canlaon, Negros Oriental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-01,2026,[01] January,"Dauin, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-01,2026,[01] January,"City of Dumaguete, Negros Oriental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-01,2026,[01] January,"City of Guihulngan, Negros Oriental",[1] Live,[A] Live,5th,City,5th,NIR,v1
2026-01,2026,[01] January,"Jimalalud, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-01,2026,[01] January,"La Libertad, Negros Oriental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-01,2026,[01] January,"Mabinay, Negros Oriental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-01,2026,[01] January,"Manjuyod, Negros Oriental",[2] UAT,[B] Developmental,2nd,Mun,2nd,NIR,v1
2026-01,2026,[01] January,"San Jose, Negros Oriental",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-01,2026,[01] January,"Siaton, Negros Oriental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-01,2026,[01] January,"Sibulan, Negros Oriental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-01,2026,[01] January,"Tayasan, Negros Oriental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-01,2026,[01] January,"Valencia, Negros Oriental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-01,2026,[01] January,"Vallehermoso, Negros Oriental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-01,2026,[01] January,"Enrique Villanueva, Siquijor",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-01,2026,[01] January,"Larena, Siquijor",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-01,2026,[01] January,"Lazi, Siquijor",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-01,2026,[01] January,"Maria, Siquijor",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-01,2026,[01] January,"San Juan, Siquijor",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-01,2026,[01] January,"Candoni, Negros Occidental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-01,2026,[01] January,"City of Escalante, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-01,2026,[01] January,"City of Himamaylan, Negros Occidental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-01,2026,[01] January,"City of Kabankalan, Negros Occidental",[1] Live,[A] Live,1st,City,1st,NIR,v1
2026-01,2026,[01] January,"City of La Carlota, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-01,2026,[01] January,"City of Sagay, Negros Occidental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-01,2026,[01] January,"City of Sipalay, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-01,2026,[01] January,"Hinigaran, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-01,2026,[01] January,"Hinoba-an, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-01,2026,[01] January,"Manapla, Negros Occidental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-01,2026,[01] January,"Moises Padilla, Negros Occidental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-01,2026,[01] January,"Pontevedra, Negros Occidental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-01,2026,[01] January,"Aloran, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Alubijid, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Bacolod, Lanao del Norte",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Balingasag, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-01,2026,[01] January,"Balingoan, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Baroy, Lanao del Norte",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Baungon, Bukidnon",[8] Withdraw,[D] Withdraw,2nd,Mun,2nd,R10,
2026-01,2026,[01] January,"Bonifacio, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Calamba, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Catarman, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"City of El Salvador, Misamis Oriental",[1] Live,[A] Live,6th,City,6th,R10,v1
2026-01,2026,[01] January,"City of Gingoog, Misamis Oriental",[1] Live,[A] Live,2nd,City,2nd,R10,v1
2026-01,2026,[01] January,"City of Iligan, Lanao del Norte",[7] To Follow-up,[C] For Training/Others,1st,City,1st,R10,v1
