2026-01,2026,[01] January,"Floridablanca, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Gabaldon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"General Tinio, Nueva Ecija",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Guagua, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Licab, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Limay, Bataan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Mabalacat City, Pampanga",[1] Live,[A] Live,3rd,City,3rd,R3,v1
2026-01,2026,[01] January,"Macabebe, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Magalang, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Maria Aurora, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Mayantoc, Tarlac",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R3,
2026-01,2026,[01] January,"Mexico, Pampanga",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Minalin, Pampanga",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Morong, Bataan",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R3,v2
2026-01,2026,[01] January,"Obando, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Orani, Bataan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Pandi, Bulacan",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Paniqui, Tarlac",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Pura, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Quezon, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Rizal, Nueva Ecija",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Samal, Bataan",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"San Felipe, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"San Ildefonso, Bulacan",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"San Jose, Tarlac",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"San Luis, Aurora",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"San Luis, Pampanga",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"San Manuel, Tarlac",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"San Marcelino, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"San Narciso, Zambales",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Santa Ignacia, Tarlac",[1] Live,[A] Live,2nd,Mun,2nd,R3,with v1 v2
2026-01,2026,[01] January,"Santo Domingo, Nueva Ecija",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"Subic, Zambales",[1] Live,[A] Live,1st,Mun,1st,R3,v1
2026-01,2026,[01] January,"Talugtug, Nueva Ecija",[1] Live,[A] Live,4th,Mun,4th,R3,v1
2026-01,2026,[01] January,"Paombong, Bulacan",[1] Live,[A] Live,3rd,Mun,3rd,R3,v1
2026-01,2026,[01] January,"San Antonio, Zambales",[1] Live,[A] Live,2nd,Mun,2nd,R3,v1
2026-01,2026,[01] January,"Ayungon, Negros Oriental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-01,2026,[01] January,"Basay, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,
2026-01,2026,[01] January,"Mabinay, Negros Oriental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-01,2026,[01] January,"San Jose, Negros Oriental",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-01,2026,[01] January,"City of Escalante, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-01,2026,[01] January,"City of Himamaylan, Negros Occidental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-01,2026,[01] January,"City of La Carlota, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-01,2026,[01] January,"City of Sagay, Negros Occidental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-01,2026,[01] January,"City of Sipalay, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-01,2026,[01] January,"Hinigaran, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-01,2026,[01] January,"Hinoba-an, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-01,2026,[01] January,"Manapla, Negros Occidental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-01,2026,[01] January,"Lazi, Siquijor",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-01,2026,[01] January,"Larena, Siquijor",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-01,2026,[01] January,"City of Kabankalan, Negros Occidental",[3] With Concerns,[A] Live,1st,City,1st,NIR,v1
2026-01,2026,[01] January,"Aloran, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Alubijid, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Bacolod, Lanao del Norte",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Balingasag, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-01,2026,[01] January,"Balingoan, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Baroy, Lanao del Norte",[2] System Setup,[B] Developmental,4th,Mun,4th,R10,
2026-01,2026,[01] January,"Bonifacio, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Calamba, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Catarman, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"City of El Salvador, Misamis Oriental",[1] Live,[A] Live,6th,City,6th,R10,v1
2026-01,2026,[01] January,"City of Gingoog, Misamis Oriental",[1] Live,[A] Live,2nd,City,2nd,R10,v1
2026-01,2026,[01] January,"City of Ozamiz, Misamis Occidental",[1] Live,[A] Live,3rd,City,3rd,R10,v1
2026-01,2026,[01] January,"City of Tangub, Misamis Occidental",[1] Live,[A] Live,4th,City,4th,R10,v1
2026-01,2026,[01] January,"Clarin, Misamis Occidental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Claveria, Misamis Oriental",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-01,2026,[01] January,"Don Carlos, Bukidnon",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-01,2026,[01] January,"Gitagum, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Guinsiliban, Camiguin",[1] Live,[A] Live,6th,Mun,6th,R10,v1
2026-01,2026,[01] January,"Impasug-ong, Bukidnon",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-01,2026,[01] January,"Jasaan, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-01,2026,[01] January,"Jimenez, Misamis Occidental",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-01,2026,[01] January,"Kadingilan, Bukidnon",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-01,2026,[01] January,"Kapatagan, Lanao del Norte",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-01,2026,[01] January,"Kauswagan, Lanao del Norte",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Kibawe, Bukidnon",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-01,2026,[01] January,"Lagonglong, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Laguindingan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Libertad, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Linamon, Lanao del Norte",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Lugait, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-01,2026,[01] January,"Magsaysay, Lanao del Norte",[2] System Setup,[B] Developmental,5th,Mun,5th,R10,
2026-01,2026,[01] January,"Magsaysay, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Mahinog, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Mambajao, Camiguin",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-01,2026,[01] January,"Manticao, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Medina, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Naawan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Nunungan, Lanao del Norte",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-01,2026,[01] January,"Opol, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-01,2026,[01] January,"Plaridel, Misamis Occidental",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-01,2026,[01] January,"Sagay, Camiguin",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Salay, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"San Fernando, Bukidnon",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-01,2026,[01] January,"Sapang Dalaga, Misamis Occidental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Sinacaban, Misamis Occidental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Sugbongcogon, Misamis Oriental",[1] Live,[A] Live,5th,Mun,5th,R10,v1
2026-01,2026,[01] January,"Sultan Naga Dimaporo, Lanao del Norte",[1] Live,[A] Live,3rd,Mun,3rd,R10,v1
2026-01,2026,[01] January,"Tagoloan, Misamis Oriental",[1] Live,[A] Live,1st,Mun,1st,R10,v1
2026-01,2026,[01] January,"Talisayan, Misamis Oriental",[1] Live,[A] Live,4th,Mun,4th,R10,v1
2026-01,2026,[01] January,"Villanueva, Misamis Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R10,v1
2026-01,2026,[01] January,"Adams, Ilocos Norte",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-01,2026,[01] January,"Agoo, La Union",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-01,2026,[01] January,"Aguilar, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"Aringay, La Union",[1] Live,[A] Live,2nd,Mun,2nd,R1,v1
2026-01,2026,[01] January,"Badoc, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"Balaoan, La Union",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-01,2026,[01] January,"Balungao, Pangasinan",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-01,2026,[01] January,"Banayoyo, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-01,2026,[01] January,"Bangui, Ilocos Norte",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-01,2026,[01] January,"Bantay, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"Bautista, Pangasinan",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-01,2026,[01] January,"Bayambang, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-01,2026,[01] January,"Burgos, La Union",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-01,2026,[01] January,"Caba, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-01,2026,[01] January,"Caoayan, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-01,2026,[01] January,"City of Batac, Ilocos Norte",[1] Live,[A] Live,5th,City,5th,R1,v1
2026-01,2026,[01] January,"City of Candon, Ilocos Sur",[1] Live,[A] Live,4th,City,4th,R1,v1
2026-01,2026,[01] January,"City of Laoag, Ilocos Norte",[1] Live,[A] Live,3rd,City,3rd,R1,with v1 v2
2026-01,2026,[01] January,"Dingras, Ilocos Norte",[1] Live,[A] Live,2nd,Mun,2nd,R1,v1
2026-01,2026,[01] January,"Dumalneg, Ilocos Norte",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-01,2026,[01] January,"Lidlidda, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-01,2026,[01] January,"Mangaldan, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-01,2026,[01] January,"Mapandan, Pangasinan",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"Naguilian, La Union",[2] System Setup,[B] Developmental,1st,Mun,1st,R1,
2026-01,2026,[01] January,"Nueva Era, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"Pasuquin, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"Piddig, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"Pozorrubio, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-01,2026,[01] January,"Rosario, La Union",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-01,2026,[01] January,"San Esteban, Ilocos Sur",[1] Live,[A] Live,5th,Mun,5th,R1,v1
2026-01,2026,[01] January,"San Fabian, Pangasinan",[2] System Setup,[B] Developmental,1st,Mun,1st,R1,
2026-01,2026,[01] January,"San Juan, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"San Manuel, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-01,2026,[01] January,"San Nicolas, Ilocos Norte",[1] Live,[A] Live,2nd,Mun,2nd,R1,v1
2026-01,2026,[01] January,"San Nicolas, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-01,2026,[01] January,"Santa Barbara, Pangasinan",[1] Live,[A] Live,1st,Mun,1st,R1,v1
2026-01,2026,[01] January,"Santo Domingo, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"Santo Tomas, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-01,2026,[01] January,"Santo Tomas, Pangasinan",[2] System Setup,[B] Developmental,5th,Mun,5th,R1,
2026-01,2026,[01] January,"Sarrat, Ilocos Norte",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-01,2026,[01] January,"Sinait, Ilocos Sur",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"Sison, Pangasinan",[2] System Setup,[B] Developmental,3rd,Mun,3rd,R1,
2026-01,2026,[01] January,"Solsona, Ilocos Norte",[1] Live,[A] Live,3rd,Mun,3rd,R1,v1
2026-01,2026,[01] January,"Suyo, Ilocos Sur",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-01,2026,[01] January,"Tagudin, Ilocos Sur",[1] Live,[A] Live,2nd,Mun,2nd,R1,v1
2026-01,2026,[01] January,"Tubao, La Union",[1] Live,[A] Live,4th,Mun,4th,R1,v1
2026-01,2026,[01] January,"Alcantara, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-01,2026,[01] January,"Alcoy, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-01,2026,[01] January,"Alegria, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-01,2026,[01] January,"Aloguinsan, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-01,2026,[01] January,"Argao, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-01,2026,[01] January,"Balamban, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-01,2026,[01] January,"Catmon, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-01,2026,[01] January,"Cordova, Cebu",[1] Live,[A] Live,3rd,Mun,3rd,R7,v1
2026-01,2026,[01] January,"Corella, Bohol",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-01,2026,[01] January,"Daanbantayan, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-01,2026,[01] January,"Ginatilan, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-01,2026,[01] January,"Loay, Bohol",[2] System Setup,[B] Developmental,5th,Mun,5th,R7,
2026-01,2026,[01] January,"Madridejos, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-01,2026,[01] January,"Malabuyoc, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-01,2026,[01] January,"Pinamungajan, Cebu",[1] Live,[A] Live,2nd,Mun,2nd,R7,v1
2026-01,2026,[01] January,"Poro, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-01,2026,[01] January,"San Remigio, Cebu",[1] Live,[A] Live,3rd,Mun,3rd,R7,v1
2026-01,2026,[01] January,"Sevilla, Bohol",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-01,2026,[01] January,"Sogod, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-01,2026,[01] January,"Tuburan, Cebu",[1] Live,[A] Live,2nd,Mun,2nd,R7,v1
2026-01,2026,[01] January,"Tudela, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-01,2026,[01] January,"Albuera, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-01,2026,[01] January,"Anahawan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Balangkayan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Barugo, Leyte",[4] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-01,2026,[01] January,"Biliran, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Bobon, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Calubian, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Can-Avid, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Catubig, Northern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-01,2026,[01] January,"City of Borongan, Eastern Samar",[1] Live,[A] Live,1st,City,1st,R8,v1
2026-01,2026,[01] January,"City of Catbalogan, Samar",[1] Live,[A] Live,5th,City,5th,R8,v1
2026-01,2026,[01] January,"City of Maasin, Southern Leyte",[1] Live,[A] Live,4th,City,4th,R8,v1
2026-01,2026,[01] January,"Daram, Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-01,2026,[01] January,"Dolores, Eastern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-01,2026,[01] January,"Gamay, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Gandara, Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-01,2026,[01] January,"Guiuan, Eastern Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-01,2026,[01] January,"Hinunangan, Southern Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-01,2026,[01] January,"Hinundayan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Inopacan, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Jiabong, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Kananga, Leyte",[1] Live,[A] Live,1st,Mun,1st,R8,v1
2026-01,2026,[01] January,"Kawayan, Biliran",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Lapinig, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Lavezares, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Lawaan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Leyte, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Libagon, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Liloan, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Lope De Vega, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Macrohon, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Mahaplag, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Malitbog, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Matag-Ob, Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Matalom, Leyte",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-01,2026,[01] January,"Maydolong, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Merida, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Motiong, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Naval, Biliran",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-01,2026,[01] January,"Oras, Eastern Samar",[1] Live,[A] Live,3rd,Mun,3rd,R8,v1
2026-01,2026,[01] January,"Padre Burgos, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Paranas, Samar",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-01,2026,[01] January,"Pastrana, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Pintuyan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Quinapondan, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Salcedo, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"San Antonio, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"San Francisco, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"San Juan, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"San Julian, Eastern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"San Miguel, Leyte",[4] Withdraw,[D] Withdraw,4th,Mun,4th,R8,
2026-01,2026,[01] January,"San Ricardo, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"San Roque, Northern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Santa Fe, Leyte",[3] With Concerns,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Santa Margarita, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Silago, Southern Leyte",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Sogod, Southern Leyte",[1] Live,[A] Live,2nd,Mun,2nd,R8,v1
2026-01,2026,[01] January,"Sulat, Eastern Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Tabontabon, Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Tarangnan, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Tomas Oppus, Southern Leyte",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Victoria, Northern Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Villareal, Samar",[1] Live,[A] Live,4th,Mun,4th,R8,v1
2026-01,2026,[01] January,"Zumarraga, Samar",[1] Live,[A] Live,5th,Mun,5th,R8,v1
2026-01,2026,[01] January,"Bansalan, Davao del Sur",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-01,2026,[01] January,"City of Digos, Davao del Sur",[1] Live,[A] Live,2nd,City,2nd,R11,v1
2026-01,2026,[01] January,"Lupon, Davao Oriental",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-01,2026,[01] January,"Manay, Davao Oriental",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-01,2026,[01] January,"Matanao, Davao del Sur",[1] Live,[A] Live,2nd,Mun,2nd,R11,v1
2026-01,2026,[01] January,"San Isidro, Davao Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-01,2026,[01] January,"Sulop, Davao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-01,2026,[01] January,"Magsaysay, Davao del Sur",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-01,2026,[01] January,"Boston, Davao Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-01,2026,[01] January,"Tarragona, Davao Oriental",[1] Live,[A] Live,3rd,Mun,3rd,R11,v1
2026-01,2026,[01] January,"City of Mati, Davao Oriental",[1] Live,[A] Live,5th,City,5th,R11,v1
2026-01,2026,[01] January,"Santa Cruz, Davao del Sur",[1] Live,[A] Live,1st,Mun,1st,R11,v1
2026-01,2026,[01] January,"Aglipay, Quirino",[1] Live,[A] Live,3rd,Mun,3rd,R2,v1
2026-01,2026,[01] January,"Alfonso Castaneda, Nueva Vizcaya",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-01,2026,[01] January,"Alicia, Isabela",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-01,2026,[01] January,"Ambaguio, Nueva Vizcaya",[1] Live,[A] Live,5th,Mun,5th,R2,v1
2026-01,2026,[01] January,"Amulung, Cagayan",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
2026-01,2026,[01] January,"Aparri, Cagayan",[1] Live,[A] Live,1st,Mun,1st,R2,v1
2026-01,2026,[01] January,"Aritao, Nueva Vizcaya",[1] Live,[A] Live,2nd,Mun,2nd,R2,v1
