ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,DISTRICT,LEVEL,INCOME CLASS,DICT RO,SORT
[2024-09] 06-030-01-000,2024-09,2024,[09] September,"Ajuy, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-01-000,Ajuy,Iloilo,Region VI (Western Visayas),5th,Municipality,2nd,R6,I
[2023-12] 06-030-01-000,2023-12,2023,[12] December,"Ajuy, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-01-000,Ajuy,Iloilo,Region VI (Western Visayas),5th,Municipality,2nd,R6,I
[2024-01] 04-056-02-000,2024-01,2024,[01] January,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),4th,Municipality,5th,R4A,F
[2024-02] 04-056-02-000,2024-02,2024,[02] February,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),4th,Municipality,5th,R4A,F
[2024-03] 04-056-02-000,2024-03,2024,[03] March,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),4th,Municipality,5th,R4A,F
[2024-04] 04-056-02-000,2024-04,2024,[04] April,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),4th,Municipality,5th,R4A,F
[2024-05] 04-056-02-000,2024-05,2024,[05] May,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),4th,Municipality,5th,R4A,F
[2024-06] 04-056-02-000,2024-06,2024,[06] June,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),4th,Municipality,5th,R4A,F
[2024-07] 04-056-02-000,2024-07,2024,[07] July,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),4th,Municipality,5th,R4A,F
[2024-08] 04-056-02-000,2024-08,2024,[08] August,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),4th,Municipality,5th,R4A,F
[2024-09] 04-056-02-000,2024-09,2024,[09] September,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),4th,Municipality,5th,R4A,F
[2023-12] 04-056-02-000,2023-12,2023,[12] December,"Alabat, Quezon",[1] Operational,,,,,[A] Operational,A,04-056-02-000,Alabat,Quezon,Region IV-A (CALABARZON),4th,Municipality,5th,R4A,F
[2024-01] 12-080-01-000,2024-01,2024,[01] January,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,A,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-02] 12-080-01-000,2024-02,2024,[02] February,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,A,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-03] 12-080-01-000,2024-03,2024,[03] March,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,A,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-04] 12-080-01-000,2024-04,2024,[04] April,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,A,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-05] 12-080-01-000,2024-05,2024,[05] May,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,A,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-06] 12-080-01-000,2024-06,2024,[06] June,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,A,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-07] 12-080-01-000,2024-07,2024,[07] July,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,A,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-08] 12-080-01-000,2024-08,2024,[08] August,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,A,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-09] 12-080-01-000,2024-09,2024,[09] September,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,A,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2023-12] 12-080-01-000,2023-12,2023,[12] December,"Alabel, Sarangani",[1] Operational,,,,,[A] Operational,A,12-080-01-000,Alabel,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
[2024-01] 12-047-01-000,2024-01,2024,[01] January,"Alamada, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-01-000,Alamada,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-02] 12-047-01-000,2024-02,2024,[02] February,"Alamada, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-01-000,Alamada,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-03] 12-047-01-000,2024-03,2024,[03] March,"Alamada, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-01-000,Alamada,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-04] 12-047-01-000,2024-04,2024,[04] April,"Alamada, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-01-000,Alamada,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-05] 12-047-01-000,2024-05,2024,[05] May,"Alamada, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-01-000,Alamada,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-06] 12-047-01-000,2024-06,2024,[06] June,"Alamada, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-01-000,Alamada,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-07] 12-047-01-000,2024-07,2024,[07] July,"Alamada, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-01-000,Alamada,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-08] 12-047-01-000,2024-08,2024,[08] August,"Alamada, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-01-000,Alamada,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-09] 12-047-01-000,2024-09,2024,[09] September,"Alamada, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-01-000,Alamada,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2023-12] 12-047-01-000,2023-12,2023,[12] December,"Alamada, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-01-000,Alamada,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,1st,R12,Q
[2024-01] 08-037-02-000,2024-01,2024,[01] January,"Alangalang, Leyte",[1] Operational,,,,Normal Operations ,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),1st,Municipality,2nd,R8,K
[2024-02] 08-037-02-000,2024-02,2024,[02] February,"Alangalang, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),1st,Municipality,2nd,R8,K
[2024-03] 08-037-02-000,2024-03,2024,[03] March,"Alangalang, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),1st,Municipality,2nd,R8,K
[2024-04] 08-037-02-000,2024-04,2024,[04] April,"Alangalang, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),1st,Municipality,2nd,R8,K
[2024-05] 08-037-02-000,2024-05,2024,[05] May,"Alangalang, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),1st,Municipality,2nd,R8,K
[2024-06] 08-037-02-000,2024-06,2024,[06] June,"Alangalang, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),1st,Municipality,2nd,R8,K
[2024-07] 08-037-02-000,2024-07,2024,[07] July,"Alangalang, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),1st,Municipality,2nd,R8,K
[2024-08] 08-037-02-000,2024-08,2024,[08] August,"Alangalang, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),1st,Municipality,2nd,R8,K
[2024-09] 08-037-02-000,2024-09,2024,[09] September,"Alangalang, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),1st,Municipality,2nd,R8,K
[2023-12] 08-037-02-000,2023-12,2023,[12] December,"Alangalang, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-02-000,Alangalang,Leyte,Region VIII (Eastern Visayas),1st,Municipality,2nd,R8,K
[2024-01] 08-037-03-000,2024-01,2024,[01] January,"Albuera, Leyte",[1] Operational,,,,Normal Operations ,[A] Operational,A,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),4th,Municipality,3rd*,R8,K
[2024-02] 08-037-03-000,2024-02,2024,[02] February,"Albuera, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),4th,Municipality,3rd*,R8,K
[2024-03] 08-037-03-000,2024-03,2024,[03] March,"Albuera, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),4th,Municipality,3rd*,R8,K
[2024-04] 08-037-03-000,2024-04,2024,[04] April,"Albuera, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),4th,Municipality,3rd*,R8,K
[2024-05] 08-037-03-000,2024-05,2024,[05] May,"Albuera, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),4th,Municipality,3rd*,R8,K
[2024-06] 08-037-03-000,2024-06,2024,[06] June,"Albuera, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),4th,Municipality,3rd*,R8,K
[2024-07] 08-037-03-000,2024-07,2024,[07] July,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),4th,Municipality,3rd*,R8,K
[2024-08] 08-037-03-000,2024-08,2024,[08] August,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),4th,Municipality,3rd*,R8,K
[2024-09] 08-037-03-000,2024-09,2024,[09] September,"Albuera, Leyte",[1] Operational,,,,,[A] Operational,A,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),4th,Municipality,3rd*,R8,K
[2023-12] 08-037-03-000,2023-12,2023,[12] December,"Albuera, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-03-000,Albuera,Leyte,Region VIII (Eastern Visayas),4th,Municipality,3rd*,R8,K
[2024-01] 07-022-01-000,2024-01,2024,[01] January,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),7th ,Municipality,5th,R7,J
[2024-02] 07-022-01-000,2024-02,2024,[02] February,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),7th ,Municipality,5th,R7,J
[2024-03] 07-022-01-000,2024-03,2024,[03] March,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),7th ,Municipality,5th,R7,J
[2024-04] 07-022-01-000,2024-04,2024,[04] April,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),7th ,Municipality,5th,R7,J
[2024-05] 07-022-01-000,2024-05,2024,[05] May,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),7th ,Municipality,5th,R7,J
[2024-06] 07-022-01-000,2024-06,2024,[06] June,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),7th ,Municipality,5th,R7,J
[2024-07] 07-022-01-000,2024-07,2024,[07] July,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),7th ,Municipality,5th,R7,J
[2024-08] 07-022-01-000,2024-08,2024,[08] August,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),7th ,Municipality,5th,R7,J
[2024-09] 07-022-01-000,2024-09,2024,[09] September,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),7th ,Municipality,5th,R7,J
[2023-12] 07-022-01-000,2023-12,2023,[12] December,"Alcantara, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-01-000,Alcantara,Cebu,Region VII (Central Visayas),7th ,Municipality,5th,R7,J
[2024-01] 17-059-01-000,2024-01,2024,[01] January,"Alcantara, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-02] 17-059-01-000,2024-02,2024,[02] February,"Alcantara, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-03] 17-059-01-000,2024-03,2024,[03] March,"Alcantara, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-04] 17-059-01-000,2024-04,2024,[04] April,"Alcantara, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-05] 17-059-01-000,2024-05,2024,[05] May,"Alcantara, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-06] 17-059-01-000,2024-06,2024,[06] June,"Alcantara, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-07] 17-059-01-000,2024-07,2024,[07] July,"Alcantara, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-08] 17-059-01-000,2024-08,2024,[08] August,"Alcantara, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-09] 17-059-01-000,2024-09,2024,[09] September,"Alcantara, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2023-12] 17-059-01-000,2023-12,2023,[12] December,"Alcantara, Romblon",[1] Operational,,,,,[A] Operational,A,17-059-01-000,Alcantara,Romblon,MIMAROPA Region,Lone ,Municipality,5th,R4B,G
[2024-01] 07-022-02-000,2024-01,2024,[01] January,"Alcoy, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-02-000,Alcoy,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-02] 07-022-02-000,2024-02,2024,[02] February,"Alcoy, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-02-000,Alcoy,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-03] 07-022-02-000,2024-03,2024,[03] March,"Alcoy, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-02-000,Alcoy,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-04] 07-022-02-000,2024-04,2024,[04] April,"Alcoy, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-02-000,Alcoy,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-05] 07-022-02-000,2024-05,2024,[05] May,"Alcoy, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-02-000,Alcoy,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-06] 07-022-02-000,2024-06,2024,[06] June,"Alcoy, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-02-000,Alcoy,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-07] 07-022-02-000,2024-07,2024,[07] July,"Alcoy, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-02-000,Alcoy,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-08] 07-022-02-000,2024-08,2024,[08] August,"Alcoy, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-02-000,Alcoy,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-09] 07-022-02-000,2024-09,2024,[09] September,"Alcoy, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-02-000,Alcoy,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2023-12] 07-022-02-000,2023-12,2023,[12] December,"Alcoy, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-02-000,Alcoy,Cebu,Region VII (Central Visayas),2nd ,Municipality,5th,R7,J
[2024-01] 07-022-03-000,2024-01,2024,[01] January,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),7th ,Municipality,4th,R7,J
[2024-02] 07-022-03-000,2024-02,2024,[02] February,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),7th ,Municipality,4th,R7,J
[2024-03] 07-022-03-000,2024-03,2024,[03] March,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),7th ,Municipality,4th,R7,J
[2024-04] 07-022-03-000,2024-04,2024,[04] April,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),7th ,Municipality,4th,R7,J
[2024-05] 07-022-03-000,2024-05,2024,[05] May,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),7th ,Municipality,4th,R7,J
[2024-06] 07-022-03-000,2024-06,2024,[06] June,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),7th ,Municipality,4th,R7,J
[2024-07] 07-022-03-000,2024-07,2024,[07] July,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),7th ,Municipality,4th,R7,J
[2024-08] 07-022-03-000,2024-08,2024,[08] August,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),7th ,Municipality,4th,R7,J
[2024-09] 07-022-03-000,2024-09,2024,[09] September,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),7th ,Municipality,4th,R7,J
[2023-12] 07-022-03-000,2023-12,2023,[12] December,"Alegria, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-03-000,Alegria,Cebu,Region VII (Central Visayas),7th ,Municipality,4th,R7,J
[2024-01] 16-067-01-000,2024-01,2024,[01] January,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-02] 16-067-01-000,2024-02,2024,[02] February,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-03] 16-067-01-000,2024-03,2024,[03] March,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-04] 16-067-01-000,2024-04,2024,[04] April,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-05] 16-067-01-000,2024-05,2024,[05] May,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-06] 16-067-01-000,2024-06,2024,[06] June,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-07] 16-067-01-000,2024-07,2024,[07] July,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-08] 16-067-01-000,2024-08,2024,[08] August,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-09] 16-067-01-000,2024-09,2024,[09] September,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2023-12] 16-067-01-000,2023-12,2023,[12] December,"Alegria, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-01-000,Alegria,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-01] 12-047-17-000,2024-01,2024,[01] January,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,3rd,R12,Q
[2024-02] 12-047-17-000,2024-02,2024,[02] February,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,3rd,R12,Q
[2024-03] 12-047-17-000,2024-03,2024,[03] March,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,3rd,R12,Q
[2024-04] 12-047-17-000,2024-04,2024,[04] April,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,3rd,R12,Q
[2024-05] 12-047-17-000,2024-05,2024,[05] May,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,3rd,R12,Q
[2024-06] 12-047-17-000,2024-06,2024,[06] June,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,3rd,R12,Q
[2024-07] 12-047-17-000,2024-07,2024,[07] July,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,3rd,R12,Q
[2024-08] 12-047-17-000,2024-08,2024,[08] August,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,3rd,R12,Q
[2024-09] 12-047-17-000,2024-09,2024,[09] September,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,3rd,R12,Q
[2023-12] 12-047-17-000,2023-12,2023,[12] December,"Aleosan, Cotabato",[1] Operational,,,,,[A] Operational,A,12-047-17-000,Aleosan,Cotabato,Region XII (SOCCSKSARGEN),1st ,Municipality,3rd,R12,Q
[2024-01] 02-050-15-000,2024-01,2024,[01] January,"Alfonso Castaneda, Nueva Vizcaya",[1] Operational,,,,,[A] Operational,A,02-050-15-000,Alfonso Castaneda,Nueva Vizcaya,Region II (Cagayan Valley),Lone ,Municipality,1st,R2,D
