REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
,,,"Zarraga, Iloilo",,,,,,,Not client
,,,"Alburquerque, Bohol",,,,,,,Not client
,,,"Alcantara, Cebu",,,,,,,Not client
,,,"Alegria, Cebu",,,,,,,Not client
,,,"Alicia, Bohol",,,,,,,Not client
,,,"Aloguinsan, Cebu",,,,,,,Not client
,,,"Anda, Bohol",,,,,,,Not client
,,,"Antequera, Bohol",,,,,,,Not client
,,,"Asturias, Cebu",,,,,,,Not client
,,,"Baclayon, Bohol",,,,,,,Not client
,,,"Badian, Cebu",,,,,,,Not client
,,,"Balamban, Cebu",,,,,,,Not client
,,,"Balilihan, Bohol",,,,,,,Not client
,,,"Bantayan, Cebu",,,,,,,Not client
,,,"Barili, Cebu",,,,,,,Not client
,,,"Batuan, Bohol",,,,,,,Not client
,,,"Bien Unido, Bohol",,,,,,,Not client
,,,"Bilar, Bohol",,,,,,,Not client
,,,"Boljoon, Cebu",,,,,,,Not client
,,,"Borbon, Cebu",,,,,,,Not client
,,,"Buenavista, Bohol",,,,,,,Not client
,,,"Calape, Bohol",,,,,,,Not client
,,,"Candijay, Bohol",,,,,,,Not client
,,,"Carmen, Bohol",,,,,,,Not client
,,,"Carmen, Cebu",,,,,,,Not client
,,,"Catigbian, Bohol",,,,,,,Not client
,,,"Catmon, Cebu",,,,,,,Not client
,,,"City of Bogo, Cebu",,,,,,,Not client
,,,"City of Carcar, Cebu",,,,,,,Not client
,,,"City of Cebu, Cebu",,,,,,,Not client
,,,"City of Lapu-Lapu, Cebu",,,,,,,Not client
,,,"City of Mandaue, Cebu",,,,,,,Not client
,,,"City of Naga, Cebu",,,,,,,Not client
,,,"City of Tagbilaran, Bohol",,,,,,,Not client
,,,"City of Talisay, Cebu",,,,,,,Not client
,,,"City of Toledo, Cebu",,,,,,,Not client
,,,"Clarin, Bohol",,,,,,,Not client
,,,"Compostela, Cebu",,,,,,,Not client
,,,"Consolacion, Cebu",,,,,,,Not client
,,,"Cordova, Cebu",,,,,,,Not client
,,,"Corella, Bohol",,,,,,,Not client
,,,"Cortes, Bohol",,,,,,,Not client
,,,"Daanbantayan, Cebu",,,,,,,Not client
,,,"Dagohoy, Bohol",,,,,,,Not client
,,,"Dalaguete, Cebu",,,,,,,Not client
,,,"Danao City, Cebu",,,,,,,Not client
,,,"Danao, Bohol",,,,,,,Not client
,,,"Dauis, Bohol",,,,,,,Not client
,,,"Dimiao, Bohol",,,,,,,Not client
,,,"Duero, Bohol",,,,,,,Not client
,,,"Dumanjug, Cebu",,,,,,,Not client
,,,"Garcia Hernandez, Bohol",,,,,,,Not client
,,,"Getafe, Bohol",,,,,,,Not client
,,,"Ginatilan, Cebu",,,,,,,Not client
,,,"Guindulman, Bohol",,,,,,,Not client
,,,"Inabanga, Bohol",,,,,,,Not client
,,,"Lila, Bohol",,,,,,,Not client
,,,"Liloan, Cebu",,,,,,,Not client
,,,"Loay, Bohol",,,,,,,Not client
,,,"Loboc, Bohol",,,,,,,Not client
,,,"Loon, Bohol",,,,,,,Not client
,,,"Mabini, Bohol",,,,,,,Not client
,,,"Malabuyoc, Cebu",,,,,,,Not client
,,,"Maribojoc, Bohol",,,,,,,Not client
,,,"Medellin, Cebu",,,,,,,Not client
,,,"Minglanilla, Cebu",,,,,,,Not client
,,,"Moalboal, Cebu",,,,,,,Not client
,,,"Oslob, Cebu",,,,,,,Not client
,,,"Panglao, Bohol",,,,,,,Not client
,,,"Pilar, Bohol",,,,,,,Not client
,,,"Pilar, Cebu",,,,,,,Not client
,,,"Poro, Cebu",,,,,,,Not client
,,,"President Carlos P. Garcia, Bohol",,,,,,,Not client
,,,"Ronda, Cebu",,,,,,,Not client
,,,"Sagbayan, Bohol",,,,,,,Not client
,,,"Samboan, Cebu",,,,,,,Not client
,,,"San Fernando, Cebu",,,,,,,Not client
,,,"San Isidro, Bohol",,,,,,,Not client
,,,"San Miguel, Bohol",,,,,,,Not client
,,,"San Remigio, Cebu",,,,,,,Not client
,,,"Santa Fe, Cebu",,,,,,,Not client
,,,"Santander, Cebu",,,,,,,Not client
,,,"Sevilla, Bohol",,,,,,,Not client
,,,"Sibonga, Cebu",,,,,,,Not client
,,,"Sierra Bullones, Bohol",,,,,,,Not client
,,,"Sikatuna, Bohol",,,,,,,Not client
,,,"Sogod, Cebu",,,,,,,Not client
,,,"Tabogon, Cebu",,,,,,,Not client
,,,"Tabuelan, Cebu",,,,,,,Not client
,,,"Talibon, Bohol",,,,,,,Not client
,,,"Trinidad, Bohol",,,,,,,Not client
,,,"Tubigon, Bohol",,,,,,,Not client
,,,"Tudela, Cebu",,,,,,,Not client
,,,"Ubay, Bohol",,,,,,,Not client
,,,"Valencia, Bohol",,,,,,,Not client
,,,"Alangalang, Leyte",,,,,,,Not client
,,,"Albuera, Leyte",,,,,,,Not client
,,,"Allen, Northern Samar",,,,,,,Not client
,,,"Almagro, Samar",,,,,,,Not client
,,,"Almeria, Biliran",,,,,,,Not client
,,,"Anahawan, Southern Leyte",,,,,,,Not client
,,,"Arteche, Eastern Samar",,,,,,,Not client
,,,"Babatngon, Leyte",,,,,,,Not client
,,,"Balangiga, Eastern Samar",,,,,,,Not client
,,,"Balangkayan, Eastern Samar",,,,,,,Not client
,,,"Barugo, Leyte",,,,,,,Not client
,,,"Basey, Samar",,,,,,,Not client
,,,"Bato, Leyte",,,,,,,Not client
,,,"Biliran, Biliran",,,,,,,Not client
,,,"Biri, Northern Samar",,,,,,,Not client
,,,"Bobon, Northern Samar",,,,,,,Not client
,,,"Bontoc, Southern Leyte",,,,,,,Not client
,,,"Burauen, Leyte",,,,,,,Not client
,,,"Cabucgayan, Biliran",,,,,,,Not client
,,,"Caibiran, Biliran",,,,,,,Not client
,,,"Calubian, Leyte",,,,,,,Not client
,,,"Can-Avid, Eastern Samar",,,,,,,Not client
,,,"Capoocan, Leyte",,,,,,,Not client
,,,"Capul, Northern Samar",,,,,,,Not client
,,,"Carigara, Leyte",,,,,,,Not client
,,,"Catarman, Northern Samar",,,,,,,Not client
,,,"Catubig, Northern Samar",,,,,,,Not client
,,,"City of Baybay, Leyte",,,,,,,Not client
,,,"City of Calbayog, Samar",,,,,,,Not client
,,,"City of Catbalogan, Samar",,,,,,,Not client
,,,"City of Maasin, Southern Leyte",,,,,,,Not client
,,,"City of Tacloban, Leyte",,,,,,,Not client
,,,"Culaba, Biliran",,,,,,,Not client
,,,"Dagami, Leyte",,,,,,,Not client
,,,"Daram, Samar",,,,,,,Not client
,,,"Dolores, Eastern Samar",,,,,,,Not client
,,,"Dulag, Leyte",,,,,,,Not client
,,,"Gamay, Northern Samar",,,,,,,Not client
,,,"Gandara, Samar",,,,,,,Not client
,,,"General Macarthur, Eastern Samar",,,,,,,Not client
,,,"Giporlos, Eastern Samar",,,,,,,Not client
,,,"Guiuan, Eastern Samar",,,,,,,Not client
,,,"Hernani, Eastern Samar",,,,,,,Not client
,,,"Hilongos, Leyte",,,,,,,Not client
,,,"Hinabangan, Samar",,,,,,,Not client
,,,"Hindang, Leyte",,,,,,,Not client
,,,"Hinunangan, Southern Leyte",,,,,,,Not client
,,,"Hinundayan, Southern Leyte",,,,,,,Not client
,,,"Inopacan, Leyte",,,,,,,Not client
,,,"Isabel, Leyte",,,,,,,Not client
,,,"Jaro, Leyte",,,,,,,Not client
,,,"Javier, Leyte",,,,,,,Not client
,,,"Jiabong, Samar",,,,,,,Not client
,,,"Jipapad, Eastern Samar",,,,,,,Not client
,,,"Julita, Leyte",,,,,,,Not client
,,,"Kananga, Leyte",,,,,,,Not client
,,,"Kawayan, Biliran",,,,,,,Not client
,,,"La Paz, Leyte",,,,,,,Not client
,,,"Laoang, Northern Samar",,,,,,,Not client
,,,"Lapinig, Northern Samar",,,,,,,Not client
,,,"Las Navas, Northern Samar",,,,,,,Not client
,,,"Lavezares, Northern Samar",,,,,,,Not client
,,,"Lawaan, Eastern Samar",,,,,,,Not client
,,,"Leyte, Leyte",,,,,,,Not client
,,,"Libagon, Southern Leyte",,,,,,,Not client
,,,"Liloan, Southern Leyte",,,,,,,Not client
,,,"Limasawa, Southern Leyte",,,,,,,Not client
,,,"Llorente, Eastern Samar",,,,,,,Not client
,,,"Lope De Vega, Northern Samar",,,,,,,Not client
,,,"Macarthur, Leyte",,,,,,,Not client
,,,"Macrohon, Southern Leyte",,,,,,,Not client
,,,"Mahaplag, Leyte",,,,,,,Not client
,,,"Malitbog, Southern Leyte",,,,,,,Not client
,,,"Mapanas, Northern Samar",,,,,,,Not client
,,,"Marabut, Samar",,,,,,,Not client
,,,"Maripipi, Biliran",,,,,,,Not client
,,,"Maslog, Eastern Samar",,,,,,,Not client
,,,"Matag-Ob, Leyte",,,,,,,Not client
,,,"Matalom, Leyte",,,,,,,Not client
,,,"Matuguinao, Samar",,,,,,,Not client
,,,"Maydolong, Eastern Samar",,,,,,,Not client
,,,"Mayorga, Leyte",,,,,,,Not client
,,,"Mercedes, Eastern Samar",,,,,,,Not client
,,,"Merida, Leyte",,,,,,,Not client
,,,"Motiong, Samar",,,,,,,Not client
,,,"Naval, Biliran",,,,,,,Not client
,,,"Oras, Eastern Samar",,,,,,,Not client
,,,"Ormoc City, Leyte",,,,,,,Not client
,,,"Padre Burgos, Southern Leyte",,,,,,,Not client
,,,"Pagsanghan, Samar",,,,,,,Not client
,,,"Palapag, Northern Samar",,,,,,,Not client
,,,"Palo, Leyte",,,,,,,Not client
,,,"Palompon, Leyte",,,,,,,Not client
,,,"Pambujan, Northern Samar",,,,,,,Not client
,,,"Pinabacdao, Samar",,,,,,,Not client
,,,"Pintuyan, Southern Leyte",,,,,,,Not client
,,,"Quinapondan, Eastern Samar",,,,,,,Not client
,,,"Rosario, Northern Samar",,,,,,,Not client
,,,"Saint Bernard, Southern Leyte",,,,,,,Not client
,,,"Salcedo, Eastern Samar",,,,,,,Not client
,,,"San Antonio, Northern Samar",,,,,,,Not client
,,,"San Francisco, Southern Leyte",,,,,,,Not client
,,,"San Isidro, Leyte",,,,,,,Not client
,,,"San Isidro, Northern Samar",,,,,,,Not client
,,,"San Jorge, Samar",,,,,,,Not client
,,,"San Jose De Buan, Samar",,,,,,,Not client
,,,"San Jose, Northern Samar",,,,,,,Not client
,,,"San Juan, Southern Leyte",,,,,,,Not client
,,,"San Julian, Eastern Samar",,,,,,,Not client
,,,"San Miguel, Leyte",,,,,,,Not client
,,,"San Policarpo, Eastern Samar",,,,,,,Not client
,,,"San Ricardo, Southern Leyte",,,,,,,Not client
,,,"San Sebastian, Samar",,,,,,,Not client
,,,"San Vicente, Northern Samar",,,,,,,Not client
,,,"Santa Fe, Leyte",,,,,,,Not client
,,,"Santa Rita, Samar",,,,,,,Not client
,,,"Santo Niño, Samar",,,,,,,Not client
,,,"Silago, Southern Leyte",,,,,,,Not client
,,,"Silvino Lobos, Northern Samar",,,,,,,Not client
,,,"Sulat, Eastern Samar",,,,,,,Not client
,,,"Tabango, Leyte",,,,,,,Not client
,,,"Tabontabon, Leyte",,,,,,,Not client
,,,"Taft, Eastern Samar",,,,,,,Not client
,,,"Tagapul-An, Samar",,,,,,,Not client
,,,"Talalora, Samar",,,,,,,Not client
,,,"Tanauan, Leyte",,,,,,,Not client
,,,"Tarangnan, Samar",,,,,,,Not client
,,,"Tolosa, Leyte",,,,,,,Not client
,,,"Tomas Oppus, Southern Leyte",,,,,,,Not client
,,,"Tunga, Leyte",,,,,,,Not client
,,,"Victoria, Northern Samar",,,,,,,Not client
,,,"Villaba, Leyte",,,,,,,Not client
,,,"Villareal, Samar",,,,,,,Not client
,,,"Zumarraga, Samar",,,,,,,Not client
,,,"Alicia, Zamboanga Sibugay",,,,,,,Not client
,,,"Aurora, Zamboanga del Sur",,,,,,,Not client
,,,"Baliguian, Zamboanga del Norte",,,,,,,Not client
,,,"Bayog, Zamboanga del Sur",,,,,,,Not client
,,,"Buug, Zamboanga Sibugay",,,,,,,Not client
,,,"City of Dapitan, Zamboanga del Norte",,,,,,,Not client
,,,"City of Dipolog, Zamboanga del Norte",,,,,,,Not client
,,,"City of Isabela, Basilan",,,,,,,Not client
,,,"City of Pagadian, Zamboanga del Sur",,,,,,,Not client
,,,"City of Zamboanga, Zamboanga del Sur",,,,,,,Not client
,,,"Dimataling, Zamboanga del Sur",,,,,,,Not client
,,,"Dinas, Zamboanga del Sur",,,,,,,Not client
,,,"Diplahan, Zamboanga Sibugay",,,,,,,Not client
,,,"Dumalinao, Zamboanga del Sur",,,,,,,Not client
,,,"Dumingag, Zamboanga del Sur",,,,,,,Not client
,,,"Godod, Zamboanga del Norte",,,,,,,Not client
,,,"Guipos, Zamboanga del Sur",,,,,,,Not client
,,,"Gutalac, Zamboanga del Norte",,,,,,,Not client
,,,"Imelda, Zamboanga Sibugay",,,,,,,Not client
,,,"Ipil, Zamboanga Sibugay",,,,,,,Not client
,,,"Jose Dalman, Zamboanga del Norte",,,,,,,Not client
,,,"Josefina, Zamboanga del Sur",,,,,,,Not client
,,,"Kabasalan, Zamboanga Sibugay",,,,,,,Not client
,,,"Kalawit, Zamboanga del Norte",,,,,,,Not client
,,,"Katipunan, Zamboanga del Norte",,,,,,,Not client
,,,"Kumalarang, Zamboanga del Sur",,,,,,,Not client
,,,"La Libertad, Zamboanga del Norte",,,,,,,Not client
,,,"Labangan, Zamboanga del Sur",,,,,,,Not client
,,,"Labason, Zamboanga del Norte",,,,,,,Not client
,,,"Lakewood, Zamboanga del Sur",,,,,,,Not client
,,,"Lapuyan, Zamboanga del Sur",,,,,,,Not client
,,,"Leon B. Postigo (Bacungan), Zamboanga del Norte",,,,,,,Not client
,,,"Liloy, Zamboanga del Norte",,,,,,,Not client
,,,"Mabuhay, Zamboanga Sibugay",,,,,,,Not client
,,,"Mahayag, Zamboanga del Sur",,,,,,,Not client
,,,"Malangas, Zamboanga Sibugay",,,,,,,Not client
,,,"Manukan, Zamboanga del Norte",,,,,,,Not client
,,,"Margosatubig, Zamboanga del Sur",,,,,,,Not client
,,,"Midsalip, Zamboanga del Sur",,,,,,,Not client
,,,"Molave, Zamboanga del Sur",,,,,,,Not client
,,,"Mutia, Zamboanga del Norte",,,,,,,Not client
,,,"Naga, Zamboanga Sibugay",,,,,,,Not client
,,,"Olutanga, Zamboanga Sibugay",,,,,,,Not client
,,,"Payao, Zamboanga Sibugay",,,,,,,Not client
,,,"Piñan, Zamboanga del Norte",,,,,,,Not client
,,,"Pitogo, Zamboanga del Sur",,,,,,,Not client
,,,"Polanco, Zamboanga del Norte",,,,,,,Not client
,,,"Pres. Manuel A. Roxas, Zamboanga del Norte",,,,,,,Not client
,,,"Ramon Magsaysay, Zamboanga del Sur",,,,,,,Not client
,,,"Rizal, Zamboanga del Norte",,,,,,,Not client
,,,"Roseller Lim, Zamboanga Sibugay",,,,,,,Not client
,,,"Salug, Zamboanga del Norte",,,,,,,Not client
,,,"San Miguel, Zamboanga del Sur",,,,,,,Not client
,,,"San Pablo, Zamboanga del Sur",,,,,,,Not client
,,,"Sergio Osmeña Sr., Zamboanga del Norte",,,,,,,Not client
,,,"Siay, Zamboanga Sibugay",,,,,,,Not client
,,,"Siayan, Zamboanga del Norte",,,,,,,Not client
,,,"Sibuco, Zamboanga del Norte",,,,,,,Not client
,,,"Sibutad, Zamboanga del Norte",,,,,,,Not client
,,,"Sindangan, Zamboanga del Norte",,,,,,,Not client
,,,"Siocon, Zamboanga del Norte",,,,,,,Not client
,,,"Sirawai, Zamboanga del Norte",,,,,,,Not client
,,,"Sominot, Zamboanga del Sur",,,,,,,Not client
,,,"Tabina, Zamboanga del Sur",,,,,,,Not client
,,,"Talusan, Zamboanga Sibugay",,,,,,,Not client
,,,"Tambulig, Zamboanga del Sur",,,,,,,Not client
,,,"Tampilisan, Zamboanga del Norte",,,,,,,Not client
,,,"Tigbao, Zamboanga del Sur",,,,,,,Not client
,,,"Titay, Zamboanga Sibugay",,,,,,,Not client
,,,"Tukuran, Zamboanga del Sur",,,,,,,Not client
,,,"Tungawan, Zamboanga Sibugay",,,,,,,Not client
,,,"Vincenzo A. Sagun, Zamboanga del Sur",,,,,,,Not client
